Date,Time,,,Time_corr,t[ms],CO2[ppm],SO2[ppm],T[C],Pressure[Pa],Humidity[%],SO2_cal(ppm),CO2_cal(mol/L),CO2_cal(mg/L),CO2_cal_corr(mg/L),CO2_cal_corr(mol/m3),CO2_mix_ra(mol/mol),CO2_mix_ra(ppm),X^2,d,d2,D,sy,sm,sb,
1/31/2019,20:01:09,0.8341,0.25,14:01:09,17795,771,10.78,26.67,77025,42.93,0.14439049,1.44397E-05,0.6355,-0.0502,-0.001140883,-3.69216E-05,-36.921565,0.020848614,-37.58092621,1412.326015,,,,,
1/31/2019,20:01:09,0.8341,0.25,14:01:09,18296,792,10.87,26.67,77018,42.9,0.154722136,1.51397E-05,0.6663,-0.0194,-0.000440883,-1.42693E-05,-14.26927611,0.023938939,-14.97563806,224.2697352,,,,,
1/31/2019,20:01:10,0.8341,0.25,14:01:10,18798,785,10.84,26.67,77006,42.87,0.151278254,1.49063E-05,0.6560,-0.0297,-0.000674217,-2.18246E-05,-21.82455808,0.02288511,-22.51525312,506.9366229,,,,,
1/31/2019,20:01:10,0.8341,0.25,14:01:10,19300,788,10.88,26.67,76975,42.87,0.155870097,1.50063E-05,0.6604,-0.0253,-0.000574217,-1.8595E-05,-18.5950188,0.024295487,-19.30660304,372.7449209,,,,,
1/31/2019,20:01:11,0.8342,0.25,14:01:11,19802,797,10.85,26.67,77003,42.84,0.152426215,1.53063E-05,0.6736,-0.0121,-0.000274217,-8.8768E-06,-8.876803862,0.023233751,-9.572721198,91.63699114,,,,,
1/31/2019,20:01:11,0.8342,0.25,14:01:11,20303,808,10.83,26.66,76987,42.8,0.150130294,0.000015673,0.6898,0.0041,9.24501E-05,2.99327E-06,2.993272396,0.022539105,2.307799665,5.325939292,,,,,
1/31/2019,20:01:12,0.8342,0.25,14:01:12,20805,785,10.87,26.67,76998,42.77,0.154722136,1.49063E-05,0.6560,-0.0297,-0.000674217,-2.18268E-05,-21.82682563,0.023938939,-22.53318757,507.7445421,,,,,
1/31/2019,20:01:12,0.8342,0.25,14:01:12,21307,794,10.78,26.67,77010,42.73,0.14439049,1.52063E-05,0.6692,-0.0165,-0.000374217,-1.21129E-05,-12.11285386,0.020848614,-12.77221508,163.129478,,,,,
1/31/2019,20:01:13,0.8342,0.25,14:01:13,21809,778,10.83,26.67,77000,42.73,0.150130294,0.000014673,0.6458,-0.0399,-0.00090755,-2.93799E-05,-29.37990561,0.022539105,-30.06537834,903.9269746,,,,,
1/31/2019,20:01:13,0.8342,0.25,14:01:13,22305,808,10.9,26.67,76996,42.69,0.158166018,0.000015673,0.6898,0.0041,9.24501E-05,2.99302E-06,2.993022342,0.025016489,2.270993493,5.157411443,,,,,
1/31/2019,20:01:14,0.8342,0.25,14:01:14,22807,801,10.85,26.67,77008,42.66,0.152426215,1.54397E-05,0.6795,-0.0062,-0.000140883,-4.56031E-06,-4.560306251,0.023233751,-5.256223587,27.6278864,,,,,
1/31/2019,20:01:14,0.8342,0.25,14:01:14,23309,809,10.87,26.67,76992,42.66,0.154722136,1.57063E-05,0.6912,0.0055,0.000125783,4.07238E-06,4.072382381,0.023938939,3.366020439,11.3300936,,,,,
1/31/2019,20:01:15,0.8342,0.25,14:01:15,23804,817,10.87,26.67,76999,42.62,0.154722136,0.000015973,0.7030,0.0173,0.00039245,1.27049E-05,12.7048636,0.023938939,11.99850166,143.964042,,,,,
1/31/2019,20:01:15,0.8342,0.25,14:01:15,24306,808,10.92,26.67,77002,42.59,0.160461939,0.000015673,0.6898,0.0041,9.24501E-05,2.99279E-06,2.992789126,0.025748034,2.260315671,5.109026932,,,,,
1/31/2019,20:01:16,0.8342,0.25,14:01:16,24808,791,10.86,26.67,76996,42.59,0.153574175,1.51063E-05,0.6648,-0.0209,-0.000474217,-1.53525E-05,-15.35250174,0.023585027,-16.05364138,257.7194014,,,,,
1/31/2019,20:01:16,0.8342,0.25,14:01:16,25310,796,10.92,26.67,76997,42.55,0.160461939,0.000015273,0.6722,-0.0135,-0.00030755,-9.95663E-06,-9.956630047,0.025748034,-10.6891035,114.2569337,,,,,
1/31/2019,20:01:17,0.8342,0.25,14:01:17,25809,806,10.87,26.67,76997,42.53,0.154722136,1.56063E-05,0.6868,0.0011,2.57835E-05,8.34715E-07,0.83471455,0.023938939,0.128352609,0.016474392,,,,,
1/31/2019,20:01:17,0.8342,0.25,14:01:17,26311,807,10.98,26.65,76990,42.52,0.167349703,1.56397E-05,0.6883,0.0026,5.91168E-05,1.9139E-06,1.913895341,0.028005923,1.150088071,1.322702571,,,,,
1/31/2019,20:01:18,0.8342,0.25,14:01:18,26813,817,11.41,26.66,76997,42.52,0.216712011,0.000015973,0.7030,0.0173,0.00039245,1.27048E-05,12.70476985,0.046964096,11.71640357,137.2741125,,,,,
1/31/2019,20:01:18,0.8342,0.25,14:01:18,27315,813,11.99,26.67,77004,42.48,0.283293729,1.58397E-05,0.6971,0.0114,0.000259117,8.38789E-06,8.387893204,0.080255337,7.096633373,50.36220523,,,,,
1/31/2019,20:01:19,0.8342,0.25,14:01:19,27816,810,12.75,26.67,77020,42.48,0.370538738,1.57397E-05,0.6927,0.0070,0.000159117,5.14971E-06,5.149714103,0.137298956,3.461559277,11.98239263,,,,,
1/31/2019,20:01:19,0.8342,0.25,14:01:19,28318,798,13.93,26.67,77031,42.48,0.505998094,1.53397E-05,0.6751,-0.0106,-0.000240883,-7.79492E-06,-7.794919081,0.256034072,-10.09930561,101.9959739,,,,,
1/31/2019,20:01:20,0.8343,0.25,14:01:20,28820,803,15.75,26.66,77048,42.45,0.714926932,1.55063E-05,0.6824,-0.0033,-7.42165E-05,-2.40102E-06,-2.401018344,0.511120519,-5.655863945,31.98879696,,,,,
1/31/2019,20:01:20,0.8343,0.25,14:01:20,29322,816,18.03,26.65,77045,42.45,0.97666196,1.59397E-05,0.7015,0.0158,0.000359117,1.1618E-05,11.61804092,0.953868584,7.172510327,51.44490438,,,,,
1/31/2019,20:01:21,0.8343,0.25,14:01:21,29824,821,20.7,26.67,77044,42.42,1.283167453,1.61063E-05,0.7088,0.0231,0.000525783,1.70113E-05,17.01134749,1.646518712,11.17146212,124.8015658,,,,,
1/31/2019,20:01:21,0.8343,0.25,14:01:21,30328,811,22.87,26.67,77049,42.38,1.532274914,0.000015773,0.6942,0.0085,0.00019245,6.22618E-06,6.226181991,2.347866411,-0.746943046,0.557923914,,,,,
1/31/2019,20:01:22,0.8343,0.25,14:01:22,30827,807,23.97,26.65,77036,42.38,1.658550585,1.56397E-05,0.6883,0.0026,5.91168E-05,1.91275E-06,1.912752509,2.750790043,-5.634825812,31.75126193,,,,,
1/31/2019,20:01:22,0.8343,0.25,14:01:22,31329,804,25,26.64,77042,42.35,1.776790532,1.55397E-05,0.6839,-0.0018,-4.08832E-05,-1.32265E-06,-1.322648927,3.156984593,-9.408124414,88.51280499,,,,,
1/31/2019,20:01:23,0.8343,0.25,14:01:23,31831,804,26.28,26.66,77024,42.32,1.923729495,1.55397E-05,0.6839,-0.0018,-4.08832E-05,-1.32305E-06,-1.323046281,3.700735168,-10.0769765,101.5454553,,,,,
1/31/2019,20:01:23,0.8343,0.25,14:01:23,32332,807,28.01,26.66,77022,42.29,2.122326687,1.56397E-05,0.6883,0.0026,5.91168E-05,1.91316E-06,1.913163996,4.504270565,-7.744224567,59.97301415,,,,,
1/31/2019,20:01:24,0.8343,0.25,14:01:24,32834,807,29.95,26.64,77020,42.29,2.345031052,1.56397E-05,0.6883,0.0026,5.91168E-05,1.91309E-06,1.913086047,5.499170636,-8.757429216,76.69256648,,,,,
1/31/2019,20:01:24,0.8343,0.25,14:01:24,33336,815,31.24,26.65,77019,42.29,2.493117976,1.59063E-05,0.7000,0.0143,0.000325783,1.05432E-05,10.54320868,6.215637242,-0.800983621,0.641574761,,,,,
1/31/2019,20:01:25,0.8343,0.25,14:01:25,33774,804,32.22,26.66,77017,42.31,2.605618119,1.55397E-05,0.6839,-0.0018,-4.08832E-05,-1.32317E-06,-1.323166531,6.789245784,-13.17914448,173.6898492,,,,,
1/31/2019,20:01:25,0.8343,0.25,14:01:25,34276,802,33.23,26.67,77012,42.26,2.721562145,0.000015473,0.6810,-0.0047,-0.00010755,-3.48115E-06,-3.481145117,7.406900508,-15.86457563,251.6847598,,,,,
1/31/2019,20:01:26,0.8343,0.25,14:01:26,34778,803,34.92,26.65,77008,42.26,2.915567494,1.55063E-05,0.6824,-0.0033,-7.42165E-05,-2.40219E-06,-2.402185371,8.500533814,-15.66818502,245.4920217,,,,,
1/31/2019,20:01:26,0.8343,0.25,14:01:26,35279,814,36.05,26.67,77029,42.28,3.045287048,0.000015873,0.6986,0.0129,0.00029245,9.46386E-06,9.463857044,9.273773202,-4.392262793,19.29197244,,,,,
1/31/2019,20:01:27,0.8343,0.25,14:01:27,35781,810,36.51,26.65,77029,42.28,3.098093237,1.57397E-05,0.6927,0.0070,0.000159117,5.14877E-06,5.148768935,9.598181707,-8.94757682,80.05913096,,,,,
1/31/2019,20:01:27,0.8343,0.25,14:01:27,36283,797,36,26.66,77014,42.28,3.039547244,1.53063E-05,0.6736,-0.0121,-0.000274217,-8.87524E-06,-8.875239948,9.23884745,-22.70524827,515.5282991,,,,,
1/31/2019,20:01:28,0.8344,0.25,14:01:28,36785,802,35.11,26.66,77043,42.28,2.937378747,0.000015473,0.6810,-0.0047,-0.00010755,-3.47963E-06,-3.479628338,8.628193901,-16.84485173,283.7490299,,,,,
1/31/2019,20:01:28,0.8344,0.25,14:01:28,37286,796,33.98,26.67,77027,42.28,2.807659193,0.000015273,0.6722,-0.0135,-0.00030755,-9.95275E-06,-9.952752201,7.882950147,-22.7278554,516.5554112,,,,,
1/31/2019,20:01:29,0.8344,0.25,14:01:29,37788,809,32.88,26.65,77033,42.26,2.681383522,1.57063E-05,0.6912,0.0055,0.000125783,4.06994E-06,4.069943388,7.189817593,-8.130706532,66.1083887,,,,,
1/31/2019,20:01:29,0.8344,0.25,14:01:29,38290,791,31.85,26.64,77045,42.26,2.563143575,1.51063E-05,0.6648,-0.0209,-0.000474217,-1.53412E-05,-15.34120247,6.569704988,-27.00395523,729.213598,,,,,
1/31/2019,20:01:30,0.8344,0.25,14:01:30,38792,804,31.04,26.65,77063,42.26,2.470158763,1.55397E-05,0.6839,-0.0018,-4.08832E-05,-1.32233E-06,-1.322332607,6.101684314,-12.56207885,157.8058251,,,,,
1/31/2019,20:01:30,0.8344,0.25,14:01:30,39293,802,30.12,26.66,77069,42.26,2.364546383,0.000015473,0.6810,-0.0047,-0.00010755,-3.47845E-06,-3.478454451,5.591079599,-14.23774886,202.7134925,,,,,
1/31/2019,20:01:31,0.8344,0.25,14:01:31,39795,800,29.63,26.66,77089,42.26,2.308296312,1.54063E-05,0.6780,-0.0077,-0.000174217,-5.63317E-06,-5.633173285,5.328231862,-16.13657487,260.3890484,,,,,
1/31/2019,20:01:31,0.8344,0.25,14:01:31,40297,804,28.77,26.65,77094,42.26,2.209571696,1.55397E-05,0.6839,-0.0018,-4.08832E-05,-1.3218E-06,-1.321800888,4.882207079,-11.37608445,129.4152974,,,,,
1/31/2019,20:01:32,0.8344,0.25,14:01:32,40799,807,27.81,26.65,77087,42.22,2.099367474,1.56397E-05,0.6883,0.0026,5.91168E-05,1.91149E-06,1.911487051,4.40734379,-7.64145546,58.39184155,,,,,
1/31/2019,20:01:32,0.8344,0.25,14:01:32,41300,807,26.86,26.65,77105,42.22,1.990311212,1.56397E-05,0.6883,0.0026,5.91168E-05,1.91104E-06,1.911040818,3.961338721,-7.145782948,51.06221394,,,,,
1/31/2019,20:01:33,0.8344,0.25,14:01:33,41802,804,25.81,26.65,77121,42.22,1.869775344,1.55397E-05,0.6839,-0.0018,-4.08832E-05,-1.32134E-06,-1.321338127,3.496059837,-9.829820122,96.62536364,,,,,
1/31/2019,20:01:33,0.8344,0.25,14:01:33,42304,815,24.85,26.64,77135,42.22,1.759571122,1.59063E-05,0.7000,0.0143,0.000325783,1.0527E-05,10.52700205,3.096090533,2.519861105,6.349699988,,,,,
1/31/2019,20:01:34,0.8344,0.25,14:01:34,42806,804,23.85,26.65,77141,42.19,1.644775057,1.55397E-05,0.6839,-0.0018,-4.08832E-05,-1.321E-06,-1.32099555,2.705284988,-8.805906239,77.5439847,,,,,
1/31/2019,20:01:34,0.8344,0.25,14:01:34,43309,803,23.05,26.64,77142,42.19,1.552938205,1.55063E-05,0.6824,-0.0033,-7.42165E-05,-2.39793E-06,-2.397932652,2.411617069,-9.465059136,89.58734444,,,,,
1/31/2019,20:01:35,0.8344,0.25,14:01:35,43810,782,22.08,26.64,77148,42.19,1.441586022,1.48063E-05,0.6516,-0.0341,-0.000774217,-2.5013E-05,-25.01295125,2.07817026,-31.57351438,996.8868102,,,,,
1/31/2019,20:01:35,0.8344,0.25,14:01:35,44312,805,21.48,26.67,77153,42.15,1.372708384,0.000015573,0.6854,-0.0003,-7.54988E-06,-2.43926E-07,-0.243925703,1.884328306,-6.491150681,42.13503717,,,,,
1/31/2019,20:01:36,0.8344,0.25,14:01:36,44817,806,20.93,26.66,77170,42.15,1.309570548,1.56063E-05,0.6868,0.0011,2.57835E-05,8.32816E-07,0.832815506,1.71497502,-5.12718283,26.28800378,,,,,
1/31/2019,20:01:36,0.8344,0.25,14:01:36,45316,803,20.35,26.65,77188,42.15,1.24298883,1.55063E-05,0.6824,-0.0033,-7.42165E-05,-2.39658E-06,-2.39658355,1.545021232,-8.053688337,64.86189582,,,,,
1/31/2019,20:01:37,0.8345,0.25,14:01:37,45817,819,20.05,26.64,77193,42.15,1.208550011,1.60397E-05,0.7059,0.0202,0.000459117,1.48242E-05,14.82423939,1.460593129,9.323803682,86.93331509,,,,,
1/31/2019,20:01:37,0.8345,0.25,14:01:37,46319,831,19.96,26.66,77203,42.12,1.198218365,1.64397E-05,0.7235,0.0378,0.000859117,2.77379E-05,27.73793751,1.43572725,22.28450252,496.5990525,,,,,
1/31/2019,20:01:38,0.8345,0.25,14:01:38,46821,828,19.83,26.65,77209,42.12,1.183294877,1.63397E-05,0.7191,0.0334,0.000759117,2.45066E-05,24.50655807,1.400186765,19.12101302,365.6131389,,,,,
1/31/2019,20:01:38,0.8345,0.25,14:01:38,47323,807,19.87,26.66,77214,42.12,1.187886719,1.56397E-05,0.6883,0.0026,5.91168E-05,1.90841E-06,1.90840673,1.411074858,-3.498027533,12.23619662,,,,,
1/31/2019,20:01:39,0.8345,0.25,14:01:39,47824,824,20.02,26.64,77221,42.08,1.205106129,1.62063E-05,0.7132,0.0275,0.000625783,2.01983E-05,20.19834658,1.452280782,14.71357778,216.4893711,,,,,
1/31/2019,20:01:39,0.8345,0.25,14:01:39,48326,807,20.51,26.64,77208,42.08,1.261356201,1.56397E-05,0.6883,0.0026,5.91168E-05,1.90843E-06,1.908427719,1.591019465,-3.832233909,14.68601673,,,,,
1/31/2019,20:01:40,0.8345,0.25,14:01:40,48828,794,20.95,26.66,77224,42.08,1.311866469,1.52063E-05,0.6692,-0.0165,-0.000374217,-1.20789E-05,-12.07888433,1.720993633,-18.04932727,325.7782149,,,,,
1/31/2019,20:01:40,0.8345,0.25,14:01:40,49330,796,21.07,26.66,77250,42.08,1.325641997,0.000015273,0.6722,-0.0135,-0.00030755,-9.92369E-06,-9.923690279,1.757326704,-15.95680085,254.6194934,,,,,
1/31/2019,20:01:41,0.8345,0.25,14:01:41,49831,807,21.12,26.64,77275,42.05,1.3313818,1.56397E-05,0.6883,0.0026,5.91168E-05,1.90677E-06,1.906773049,1.772577498,-4.152449037,17.242833,,,,,
1/31/2019,20:01:41,0.8345,0.25,14:01:41,50333,807,21.21,26.64,77278,42.05,1.341713446,1.56397E-05,0.6883,0.0026,5.91168E-05,1.9067E-06,1.906699026,1.800194971,-4.199523783,17.636,,,,,
1/31/2019,20:01:42,0.8345,0.25,14:01:42,50835,810,21.54,26.64,77279,42.05,1.379596147,1.57397E-05,0.6927,0.0070,0.000159117,5.13194E-06,5.131941321,1.90328553,-1.146617473,1.31473163,,,,,
1/31/2019,20:01:42,0.8345,0.25,14:01:42,51262,806,21.95,26.64,77297,42.05,1.426662534,1.56063E-05,0.6868,0.0011,2.57835E-05,8.31392E-07,0.831391714,2.035365986,-5.661281486,32.05010806,,,,,
1/31/2019,20:01:43,0.8345,0.25,14:01:43,51764,802,22.16,26.64,77276,42.01,1.450769708,0.000015473,0.6810,-0.0047,-0.00010755,-3.46891E-06,-3.468905257,2.104732745,-10.07124681,101.4300123,,,,,
1/31/2019,20:01:43,0.8345,0.25,14:01:43,52265,802,23.01,26.65,77326,42.01,1.548346363,0.000015473,0.6810,-0.0047,-0.00010755,-3.46678E-06,-3.466777854,2.397376459,-10.51301513,110.5234871,,,,,
1/31/2019,20:01:44,0.8345,0.25,14:01:44,52767,826,23.75,26.64,77345,42.01,1.633295451,0.000016273,0.7162,0.0305,0.00069245,2.23143E-05,22.31430765,2.667654029,14.88161999,221.4626135,,,,,
1/31/2019,20:01:44,0.8345,0.25,14:01:44,53269,806,24.56,26.64,77345,42.01,1.726280263,1.56063E-05,0.6868,0.0011,2.57835E-05,8.30876E-07,0.830875756,2.980043547,-7.024818417,49.34807379,,,,,
1/31/2019,20:01:45,0.8345,0.25,14:01:45,53771,801,25.45,26.64,77354,42.01,1.828448761,1.54397E-05,0.6795,-0.0062,-0.000140883,-4.53945E-06,-4.539453999,3.343224871,-12.8599331,165.3778794,,,,,
1/31/2019,20:01:45,0.8345,0.25,14:01:45,54273,809,26.33,26.64,77372,42.01,1.929469298,1.57063E-05,0.6912,0.0055,0.000125783,4.05198E-06,4.051976055,3.722851771,-4.728065674,22.35460502,,,,,
1/31/2019,20:01:46,0.8346,0.25,14:01:46,54774,812,27.21,26.64,77368,42.01,2.030489835,1.58063E-05,0.6956,0.0099,0.000225783,7.27374E-06,7.27374234,4.122888969,-1.965862017,3.864613469,,,,,
1/31/2019,20:01:46,0.8346,0.25,14:01:46,55276,797,27.96,26.64,77378,42.01,2.116586883,1.53063E-05,0.6736,-0.0121,-0.000274217,-8.8329E-06,-8.832899954,4.479940035,-18.464177,340.9258324,,,,,
1/31/2019,20:01:47,0.8346,0.25,14:01:47,55778,807,28.26,26.65,77376,42.01,2.151025703,1.56397E-05,0.6883,0.0026,5.91168E-05,1.90435E-06,1.904347631,4.626911574,-7.883598496,62.15112525,,,,,
1/31/2019,20:01:47,0.8346,0.25,14:01:47,56281,807,28.83,26.64,77378,42.01,2.21645946,1.56397E-05,0.6883,0.0026,5.91168E-05,1.90423E-06,1.90423489,4.912692537,-8.181382484,66.93501935,,,,,
1/31/2019,20:01:48,0.8346,0.25,14:01:48,56782,817,29,26.65,77384,42.01,2.235974791,0.000015973,0.7030,0.0173,0.00039245,1.26408E-05,12.64081122,4.999583265,2.466414704,6.083201493,,,,,
1/31/2019,20:01:48,0.8346,0.25,14:01:48,57284,808,29.5,26.65,77399,42.01,2.293372823,0.000015673,0.6898,0.0041,9.24501E-05,2.97724E-06,2.977239701,5.259558906,-7.458271946,55.62582042,,,,,
1/31/2019,20:01:49,0.8346,0.25,14:01:49,57786,793,30.02,26.64,77405,42.01,2.353066777,0.000015173,0.6678,-0.0179,-0.00040755,-1.31232E-05,-13.12317474,5.536923256,-23.83024612,567.8806302,,,,,
1/31/2019,20:01:49,0.8346,0.25,14:01:49,58288,814,30.32,26.64,77414,42.01,2.387505596,0.000015873,0.6986,0.0129,0.00029245,9.41585E-06,9.415848572,5.700182972,-1.447891887,2.096390916,,,,,
1/31/2019,20:01:50,0.8346,0.25,14:01:50,58789,815,30.85,26.64,77415,42.01,2.448347511,1.59063E-05,0.7000,0.0143,0.000325783,1.04889E-05,10.48892725,5.994405533,-0.651595242,0.424576359,,,,,
1/31/2019,20:01:50,0.8346,0.25,14:01:50,59294,808,30.97,26.64,77429,42.01,2.462123038,0.000015673,0.6898,0.0041,9.24501E-05,2.97599E-06,2.975986896,6.062049856,-8.227203231,67.686873,,,,,
1/31/2019,20:01:51,0.8346,0.25,14:01:51,59793,817,31.06,26.64,77442,42.01,2.472454684,0.000015973,0.7030,0.0173,0.00039245,1.26309E-05,12.63092259,6.113032166,1.380731742,1.906420143,,,,,
1/31/2019,20:01:51,0.8346,0.25,14:01:51,60295,809,31.11,26.64,77435,42.01,2.478194487,1.57063E-05,0.6912,0.0055,0.000125783,4.04868E-06,4.048679426,6.141447918,-7.227622937,52.23853332,,,,,
